ID,Created_At,Symbol,Timeframe,Strategy,Layer,Lots,Direction,Entry,SL,TP1,RR,Status
FIB_RETR_5M_L1_4395_1788874800,"2026-09-08T15:25:26.213747+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,LONG,4406.29,4399.39,4413.1849999999995,1,BREAKEVEN_HIT
FIB_RETR_5M_L3_4390_1788869700,"2026-09-08T13:40:18.252739+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L3_0.382,0.50,LONG,4400.43,4396.45,4406.85,1.61,TP_HIT
FIB_RETR_5M_L2_4390_1788869700,"2026-09-08T13:35:11.605582+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4403.64,4396.45,4406.85,0.45,TP_HIT
FIB_RETR_5M_L1_4390_1788869700,"2026-09-08T13:30:15.743818+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.48,LONG,4406.85,4396.45,4417.255,1,SL_HIT
SMC_FIB_5M_4390_1788869700,"2026-09-08T13:00:20.292538+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4398.27,4392.09,4415.795,2.84,TP_HIT
FIB_RETR_15M_L1_4446_1788840000,"2026-09-08T12:45:03.040685+00:00",XAUUSD,15m,FIB_WITH_RETRACEMENT,L1_0.618,0.23,SHORT,4411.61,4433.2,4390.025,1,TP_HIT
FIB_RETR_5M_L3_4411_1788867300,"2026-09-08T12:30:15.819451+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L3_0.382,0.50,SHORT,4403.37,4406.53,4398.28,1.61,SL_HIT
FIB_RETR_5M_L2_4411_1788867300,"2026-09-08T12:30:14.229530+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,SHORT,4400.82,4406.53,4398.28,0.44,SL_HIT
FIB_RETR_5M_L1_4411_1788867300,"2026-09-08T12:25:21.985721+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,SHORT,4398.28,4406.53,4390.025,1,SL_HIT
SMC_FIB_5M_4411_1788867300,"2026-09-08T12:15:07.937473+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,SHORT,4406.4,4410.32,4395.285,2.84,SL_HIT
FIB_RETR_5M_L2_4395_1788859800,"2026-09-08T11:50:28.644433+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4403.65,4399.44,4405.53,0.45,TP_HIT
FIB_RETR_5M_L1_4395_1788859800,"2026-09-08T11:50:27.153049+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,LONG,4405.53,4399.44,4411.625,1,BREAKEVEN_HIT
FIB_RETR_30M_L1_4436_1788717600,"2026-09-08T10:15:07.984524+00:00",XAUUSD,30m,FIB_WITH_RETRACEMENT,L1_0.618,0.30,SHORT,4409.25,4425.98,4392.52,1,TP_HIT
FIB_RETR_5M_L3_4392_1788855000,"2026-09-08T10:15:06.441862+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L3_0.382,0.50,LONG,4399.18,4396.63,4403.29,1.61,TP_HIT
FIB_RETR_5M_L2_4392_1788855000,"2026-09-08T10:10:09.047000+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4401.24,4396.63,4403.29,0.44,TP_HIT
FIB_RETR_5M_L1_4392_1788855000,"2026-09-08T10:05:12.329294+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,LONG,4403.29,4396.63,4409.955,1,SL_HIT
FIB_RETR_5M_L2_4413_1788851100,"2026-09-08T09:20:24.675067+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,SHORT,4402.85,4408.31,4400.42,0.45,TP_HIT
SMC_FIB_1H_4442_1788627600,"2026-09-08T09:15:19.687283+00:00",XAUUSD,1h,SMC_WITH_FIB,Single_0.680,0.42,SHORT,4426.19,4438.07,4392.52,2.83,CANCELLED
FIB_RETR_5M_L1_4413_1788851100,"2026-09-08T08:30:09.626964+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,SHORT,4400.42,4408.31,4392.52,1,BREAKEVEN_HIT
SMC_FIB_30M_4444_1788831000,"2026-09-08T08:15:13.759448+00:00",XAUUSD,30m,SMC_WITH_FIB,Single_0.680,0.42,SHORT,4428.23,4440.12,4394.515,2.84,CANCELLED
SMC_FIB_15M_4446_1788840000,"2026-09-08T08:15:13.321582+00:00",XAUUSD,15m,SMC_WITH_FIB,Single_0.680,0.39,SHORT,4429.26,4442.22,4392.525,2.83,SETUP_INVALIDATED
SMC_FIB_15M_4442_1788840000,"2026-09-08T06:45:16.687558+00:00",XAUUSD,15m,SMC_WITH_FIB,Single_0.680,0.50,SHORT,4430.01,4439.75,4402.4349999999995,2.83,CANCELLED
FIB_RETR_5M_L1_4428_1788846300,"2026-09-08T06:45:13.738279+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,SHORT,4412.46,4422.49,4402.4349999999995,1,TP_HIT
SMC_FIB_1H_4383_1788778800,"2026-09-08T06:30:10.277498+00:00",XAUUSD,1h,SMC_WITH_FIB,Single_0.680,0.35,LONG,4402.77,4388.58,4442.99,2.83,CANCELLED
SMC_FIB_30M_4383_1788780600,"2026-09-08T06:30:09.758676+00:00",XAUUSD,30m,SMC_WITH_FIB,Single_0.680,0.35,LONG,4402.77,4388.58,4442.99,2.83,FILLED
SMC_FIB_5M_4442_1788840300,"2026-09-08T06:30:09.106484+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,SHORT,4430.27,4439.81,4403.225,2.83,CANCELLED
SMC_FIB_15M_4402_1788788700,"2026-09-08T06:24:22.938777+00:00",XAUUSD,15m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4415.66,4406.02,4442.99,2.84,FILLED
FIB_RETR_1H_L3_4385_1788778800,"2026-09-08T06:24:14.564785+00:00",XAUUSD,1h,FIB_WITH_RETRACEMENT,L3_0.382,0.50,LONG,4408.69,4399.75,4423.15,1.62,TP_HIT
FIB_RETR_1H_L2_4385_1788778800,"2026-09-08T06:24:14.161431+00:00",XAUUSD,1h,FIB_WITH_RETRACEMENT,L2_0.500,0.31,LONG,4415.92,4399.75,4423.15,0.45,TP_HIT
FIB_RETR_1H_L1_4385_1788778800,"2026-09-08T06:24:12.647784+00:00",XAUUSD,1h,FIB_WITH_RETRACEMENT,L1_0.618,0.21,LONG,4423.15,4399.75,4446.54,1,BREAKEVEN_HIT
SMC_FIB_5M_4446_1788840300,"2026-09-08T06:05:46.617684+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,SHORT,4436.99,4444.15,4416.71,2.83,CANCELLED
FIB_RETR_30M_L1_4393_1788742800,"2026-09-08T05:30:36.779375+00:00",XAUUSD,30m,FIB_WITH_RETRACEMENT,L1_0.618,0.40,LONG,4414.24,4401.59,4426.89,1,TP_HIT
FIB_RETR_5M_L2_4395_1788764100,"2026-09-08T05:30:35.218548+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4411.07,4402.71,4414.8,0.45,TP_HIT
FIB_RETR_5M_L1_4395_1788764100,"2026-09-08T05:30:33.618199+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.41,LONG,4414.8,4402.71,4426.89,1,TP_HIT
SMC_FIB_30M_4442_1788627600,"2026-09-08T05:29:51.361881+00:00",XAUUSD,30m,SMC_WITH_FIB,Single_0.680,0.39,SHORT,4425.11,4437.8,4389.17,2.83,FILLED
FIB_RETR_5M_L2_4425_1788835800,"2026-09-08T04:30:14.132055+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4436.03,4430.49,4438.51,0.45,TP_HIT
FIB_RETR_5M_L1_4425_1788835800,"2026-09-08T04:25:09.650923+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,LONG,4438.51,4430.49,4446.54,1,SL_HIT
SMC_FIB_15M_4404_1788789600,"2026-09-08T04:15:07.731865+00:00",XAUUSD,15m,SMC_WITH_FIB,Single_0.680,0.49,LONG,4417.65,4407.46,4446.535,2.83,FILLED
SMC_FIB_5M_4412_1788822900,"2026-09-08T04:05:56.767747+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4422.87,4414.73,4445.955,2.84,CANCELLED
SMC_FIB_1H_4385_1788778800,"2026-09-08T04:00:51.376450+00:00",XAUUSD,1h,SMC_WITH_FIB,Single_0.680,0.35,LONG,4404.11,4390,4444.09,2.83,SL_HIT
SMC_FIB_30M_4385_1788780600,"2026-09-08T04:00:50.851716+00:00",XAUUSD,30m,SMC_WITH_FIB,Single_0.680,0.35,LONG,4404.11,4390,4444.09,2.83,CANCELLED
SMC_FIB_15M_4385_1788780600,"2026-09-08T04:00:50.109971+00:00",XAUUSD,15m,SMC_WITH_FIB,Single_0.680,0.35,LONG,4404.11,4390,4444.09,2.83,CANCELLED
SMC_FIB_5M_4410_1788821100,"2026-09-08T04:00:49.633971+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4420.79,4412.91,4443.1,2.83,CANCELLED
FIB_RETR_5M_L3_4418,"2026-09-08T02:30:20.862182+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L3_0.382,0.50,LONG,4428.54,4424.87,4434.48,1.62,TP_HIT
FIB_RETR_1H_L1_4385,"2026-09-08T02:15:14.087584+00:00",XAUUSD,1h,FIB_WITH_RETRACEMENT,L1_0.618,0.22,LONG,4421.63,4399.17,4444.085,1,TP_HIT
FIB_RETR_5M_L2_4418,"2026-09-08T02:15:12.612830+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4431.51,4424.87,4434.48,0.45,TP_HIT
SMC_FIB_1H_4385,"2026-09-08T01:45:52.485661+00:00",XAUUSD,1h,SMC_WITH_FIB,Single_0.680,0.43,LONG,4400.85,4389.19,4433.88,2.83,CANCELLED
SMC_FIB_30M_4385,"2026-09-08T01:45:52.045542+00:00",XAUUSD,30m,SMC_WITH_FIB,Single_0.680,0.38,LONG,4402.67,4389.64,4439.57,2.83,CANCELLED
SMC_FIB_15M_4385,"2026-09-08T01:45:50.659403+00:00",XAUUSD,15m,SMC_WITH_FIB,Single_0.680,0.38,LONG,4402.95,4389.71,4440.46,2.83,CANCELLED
SMC_FIB_5M_4410,"2026-09-07T23:45:15.268857+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4417.15,4412.01,4431.715,2.83,CANCELLED
FIB_RETR_5M_L3_4414,"2026-09-07T21:56:08.952869+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L3_0.382,0.50,LONG,4418.54,4417.09,4420.89,1.62,SL_HIT
FIB_RETR_5M_L2_4414,"2026-09-07T21:56:07.629485+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4419.72,4417.09,4420.89,0.44,SL_HIT
FIB_RETR_5M_L1_4414,"2026-09-07T21:56:06.282155+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,LONG,4420.89,4417.09,4424.695,1,SL_HIT
SMC_FIB_5M_4407,"2026-09-07T21:45:06.443347+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4412.82,4408.62,4424.695,2.83,FILLED
FIB_RETR_5M_L3_4413,"2026-09-07T20:56:24.318982+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L3_0.382,0.50,LONG,4414.84,4414.25,4415.8,1.63,TP_HIT
FIB_RETR_5M_L2_4413,"2026-09-07T20:56:22.861981+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4415.32,4414.25,4415.8,0.45,TP_HIT
FIB_RETR_5M_L1_4413,"2026-09-07T20:56:21.489370+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,LONG,4415.8,4414.25,4417.355,1,TP_HIT
SMC_FIB_5M_4422,"2026-09-07T18:25:19.415571+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,SHORT,4417.99,4421.29,4408.615,2.84,CANCELLED
FIB_RETR_5M_L1_4418,"2026-09-07T18:15:01.341210+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,SHORT,4412.38,4416.14,4408.625,1,TP_HIT
SMC_FIB_5M_4404,"2026-09-07T15:00:19.327996+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4409.27,4405.36,4420.35,2.83,FILLED
FIB_RETR_5M_L1_4404,"2026-09-07T14:50:09.817363+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,LONG,4415.14,4408.29,4421.995,1,TP_HIT
FIB_RETR_5M_L2_4402,"2026-09-07T11:50:18.149353+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,SHORT,4394.15,4398.82,4392.06,0.45,TP_HIT
FIB_RETR_5M_L1_4402,"2026-09-07T11:40:12.787658+00:00",XAUUSD,5m,FIB_WITH_RETRACEMENT,L1_0.618,0.50,SHORT,4392.06,4398.82,4385.305,1,BREAKEVEN_HIT
SMC_FIB_5M_4426,"2026-09-07T11:08:53.947761+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,SHORT,4415.78,4424.11,4392.17,2.83,CANCELLED
SMC_FIB_5M_4389,"2026-09-07T10:33:34.404985+00:00",XAUUSD,5m,SMC_WITH_FIB,Single_0.680,0.50,LONG,4401.24,4392.19,4426.89,2.83,FILLED
FIB_RETR_30M_L2_4393,"2026-09-07T09:56:15.575991+00:00",XAUUSD,30m,FIB_WITH_RETRACEMENT,L2_0.500,0.50,LONG,4410.33,4401.59,4414.24,0.45,TP_HIT
